Date,Lat,Lng,City,Country,Cloudiness (%),Humidity (%),Max Temp (F),Wind Speed (mph)
6/13/2018,-16.7,-151.02,Fare,PF,0,100,79.42,13.91
6/13/2018,52.47,96.11,Toora-Khem,RU,92,83,57.82,2.84
6/13/2018,10.21,-67.56,Santa Rita,VE,36,64,83.65,2.73
6/13/2018,50.71,-2.76,West Bay,GB,40,77,68,12.75
6/13/2018,28.28,88.52,Gamba,CN,92,91,32.35,2.28
6/13/2018,50.8,44.56,Rudnya,RU,92,88,63.31,7.65
6/13/2018,65.28,-126.83,Norman Wells,CA,90,65,44.6,5.82
6/13/2018,36.67,-121.66,Salinas,US,1,67,60.8,3.62
6/13/2018,5.67,73,Ugoofaaru,MV,80,100,82.93,8.77
6/13/2018,-6.12,141.3,Kiunga,PG,88,94,74.29,2.06
6/13/2018,-20.56,164.28,Koumac,NC,76,96,67.9,4.07
6/13/2018,13.47,22.2,Adre,TD,20,16,103.27,8.66
6/13/2018,42.1,27.94,Ahtopol,BG,0,57,77,13.87
6/13/2018,59.12,28.09,Slantsy,RU,0,55,62.5,4.18
6/13/2018,57.01,-5.83,Mallaig,GB,92,99,53.95,24.09
6/13/2018,43.65,0.59,Auch,FR,40,56,73.4,10.29
6/13/2018,16.78,94.73,Pathein,MM,92,96,76.9,14.81
6/13/2018,-9.67,-35.74,Maceio,BR,75,88,75.2,6.93
6/13/2018,43.19,-0.61,Oloron-Sainte-Marie,FR,88,93,68,11.41
6/13/2018,-19.55,169.27,Isangel,VU,68,100,74.2,14.36
6/13/2018,29.79,77.88,Manglaur,IN,0,64,82.57,2.39
6/13/2018,28.38,121.38,Wenling,CN,92,95,74.56,3.96
6/13/2018,8.35,100.2,Pak Phanang,TH,48,93,85.99,10.22
6/13/2018,47.27,39.86,Aksay,RU,0,21,87.43,3.74
6/13/2018,33.3,44.38,Baghdad,IQ,0,14,104,4.7
6/13/2018,58.81,-122.69,Fort Nelson,CA,90,86,41,9.17
6/13/2018,-21.04,-57.87,Fuerte Olimpo,BR,92,75,60.97,12.8
6/13/2018,22.2,92.22,Bandarban,BD,90,94,80.6,13.87
6/13/2018,19.55,-71.08,Mao,DO,40,62,89.6,12.75
6/13/2018,-43.53,172.64,Christchurch,NZ,100,93,48.2,8.05
6/13/2018,43.74,-81.71,Goderich,CA,32,88,68.17,11.45
6/13/2018,61.11,44.83,Kizema,RU,56,66,53.86,18.39
6/13/2018,-20.21,57.76,Quatre Cocos,MU,75,69,75.2,14.99
6/13/2018,32.16,71.27,Kalur Kot,PK,44,41,91.03,1.95
6/13/2018,-8.11,115.08,Singaraja,ID,64,100,66.73,1.95
6/13/2018,-29.95,-71.34,Coquimbo,CL,0,62,53.6,8.05
6/13/2018,65.96,78.37,Urengoy,RU,12,59,69.25,12.24
6/13/2018,40.38,70.82,Yaypan,UZ,24,43,76.54,3.62
6/13/2018,37.57,126.98,Seoul,KR,75,68,71.6,3.36
6/13/2018,-6.09,-39.45,Acopiara,BR,0,51,83.2,11.23
6/13/2018,-38.38,142.48,Warrnambool,AU,76,100,51.43,17.72
6/13/2018,10.93,108.1,Phan Thiet,VN,36,100,78.61,10
6/13/2018,-4.33,20.59,Ilebo,CD,12,22,94.72,5.19
6/13/2018,35.24,129.21,Kijang,KR,40,72,68,13.87
6/13/2018,55.82,37.34,Krasnogorsk,RU,75,59,69.8,13.42
6/13/2018,50.56,-96.99,Husavik,CA,44,72,67.27,7.31
6/13/2018,18.9,-3.53,Araouane,ML,0,15,111.46,5.75
6/13/2018,60.47,166.1,Tilichiki,RU,0,88,37.93,2.62
6/13/2018,4.19,19.88,Bosobolo,CD,20,70,84.19,6.42
6/13/2018,39.27,-2.6,Villarrobledo,ES,0,28,76.99,12.01
6/13/2018,38.52,-28.7,Ribeira Grande,PT,40,83,75.2,11.41
6/13/2018,-18.36,21.84,Shakawe,BW,0,23,73.93,5.19
6/13/2018,43.32,145.57,Nemuro,JP,80,100,48.64,17.83
6/13/2018,10.09,-84.73,Miramar,CR,0,61,80.6,3.36
6/13/2018,30.29,57.06,Kerman,IR,20,5,91.4,13.87
6/13/2018,35.5,-80.85,Davidson,US,40,65,78.8,4.7
6/13/2018,70.24,22.35,Oksfjord,NO,40,65,46.4,10.29
6/13/2018,7.35,80.68,Wattegama,LK,92,97,71.41,5.75
6/13/2018,-6.72,32.06,Inyonga,TZ,0,32,79.42,3.18
6/13/2018,39.45,22.34,Saint George,GR,40,54,80.6,8.05
6/13/2018,35.03,10.91,Jabinyanah,TN,0,47,80.6,13.87
6/13/2018,18.1,78.85,Siddipet,IN,56,58,84.1,11.68
6/13/2018,38.73,-27.07,Praia Da Vitoria,PT,40,78,75.2,10.22
6/13/2018,46.77,-92.13,Duluth,US,1,46,73.4,8.05
6/13/2018,13.07,-59.53,Oistins,BB,20,66,86,25.28
6/13/2018,9.74,-75.52,San Onofre,CO,0,93,86.44,5.3
6/13/2018,33.19,-82.53,Avera,US,90,83,78.8,3.74
6/13/2018,33.94,71.55,Alizai,PK,0,30,89.77,3.29
6/13/2018,26.23,66.31,Bela,PK,36,29,93.37,10.33
6/13/2018,33.49,72.96,Kalas,PK,0,25,98.6,4.97
6/13/2018,-38.66,178.02,Gisborne,NZ,12,86,52.6,10.67
6/13/2018,57.32,43.11,Yuryevets,RU,24,69,60.7,15.03
6/13/2018,-24.87,152.35,Bundaberg,AU,88,100,64.66,12.01
6/13/2018,-34.29,146.06,Griffith,AU,80,90,50.62,8.88
6/13/2018,61.99,5.14,Raudeberg,NO,75,71,60.8,11.41
6/13/2018,-51.62,-69.22,Rio Gallegos,AR,20,86,33.8,5.82
6/13/2018,-14.9,50.28,Antalaha,MG,88,85,75.01,14.14
6/13/2018,35.63,111.36,Houma,CN,0,58,62.32,2.51
6/13/2018,67.55,133.39,Verkhoyansk,RU,0,63,56.29,2.62
6/13/2018,45.45,41.98,Donskoye,RU,0,30,80.6,6.71
6/13/2018,2.04,45.34,Mogadishu,SO,64,100,78.25,22.08
6/13/2018,40.39,-90.15,Lewistown,US,1,53,78.8,12.75
6/13/2018,69.38,178.42,Leningradskiy,RU,0,88,33.79,21.74
6/13/2018,-8.93,125.41,Airai,TL,76,93,68.98,1.72
6/13/2018,41.28,-70.1,Nantucket,US,90,77,69.8,17.22
6/13/2018,-37.83,140.78,Mount Gambier,AU,92,81,49.72,6.87
6/13/2018,-4.94,122.53,Katobu,ID,24,100,77.98,2.62
6/13/2018,36.55,104.13,Baiyin,CN,0,31,60.8,4.47
6/13/2018,29.28,82.18,Jumla,NP,88,95,37.75,2.51
6/13/2018,-20.95,164.69,Voh,NC,8,100,71.59,14.81
6/13/2018,39.28,141.86,Kamaishi,JP,0,78,53.95,12.8
6/13/2018,36.86,70.83,Jurm,AF,56,100,40.09,1.61
6/13/2018,55.1,-105.3,La Ronge,CA,75,76,53.6,8.05
6/13/2018,-3,-47.35,Paragominas,BR,20,56,91.93,5.41
6/13/2018,64.84,-147.72,Fairbanks,US,1,75,42.8,3.36
6/13/2018,41.28,20.71,Poum,MK,40,47,78.8,8.05
6/13/2018,53.97,-8.3,Boyle,IE,75,100,55.4,18.34
6/13/2018,62.23,-6.59,Klaksvik,FO,92,93,48.2,19.46
6/13/2018,53.48,40.21,Aleksandro-Nevskiy,RU,0,49,74.2,9.78
6/13/2018,36.07,-79.4,Graham,US,75,78,75.2,9.17
6/13/2018,24.01,-104.61,Paraiso,MX,75,68,66.2,3.36
6/13/2018,35.74,139.53,Nishihara,JP,75,68,69.8,3.36
6/13/2018,51.4,83.56,Charyshskoye,RU,8,37,69.7,3.4
6/13/2018,56.48,8.6,Struer,DK,8,63,60.8,17.22
6/13/2018,-11.1,-77.61,Hualmay,PE,12,77,65.02,3.62
6/13/2018,55.43,13.82,Ystad,SE,75,60,68,13.87
6/13/2018,-33.73,-70.74,Buin,CL,0,65,46.4,3.36
6/13/2018,-1.87,15.88,Gamboma,CG,0,64,87.34,6.53
6/13/2018,51.45,-2.6,Bristol,GB,75,77,68,10.29
6/13/2018,-28.24,-48.67,Imbituba,BR,40,64,69.8,3.36
6/13/2018,56.09,-3.58,Comrie,GB,40,72,60.8,14.99
6/13/2018,51.96,66.41,Esil,KZ,0,50,60.25,7.65
6/13/2018,34.64,-120.46,Lompoc,US,1,63,62.6,2.51
6/13/2018,-45.58,-72.07,Coihaique,CL,80,85,33.8,2.24
6/13/2018,32.3,-64.78,Hamilton,BM,40,73,77,10.29
6/13/2018,35.73,140.83,Hasaki,JP,75,93,64.4,3.36
6/13/2018,64.22,27.73,Kajaani,FI,0,52,53.6,4.7
6/13/2018,54.43,119.94,Tupik,RU,0,63,51.25,4.63
6/13/2018,7.04,134.26,Kloulklubed,PW,90,83,82.4,9.17
6/13/2018,-6.22,155.63,Kieta,PG,32,100,76.81,2.73
6/13/2018,-34.91,-54.96,Maldonado,UY,75,76,51.8,19.46
6/13/2018,54.78,-127.17,Smithers,CA,75,81,48.2,2.62
6/13/2018,-16.99,145.42,Mareeba,AU,0,93,60.8,3.4
6/13/2018,-8.47,29.66,Kaputa,ZM,0,29,78.88,3.62
6/13/2018,2.25,32.9,Lira,UG,68,45,82.39,8.21
6/13/2018,23.99,-104.67,Constitucion,MX,75,68,66.2,3.36
6/13/2018,14.29,120.72,Ternate,PH,90,100,77,10.29
6/13/2018,60.75,-137.51,Haines Junction,CA,68,52,42.79,2.62
6/13/2018,46.19,15.87,Zagora,HR,75,73,71.6,2.24
6/13/2018,32.02,116.14,Zhongxing,CN,8,69,74.29,7.99
6/13/2018,69.19,33.23,Snezhnogorsk,RU,75,70,42.8,2.24
6/13/2018,62.78,29.36,Sola,FI,75,76,50,10.29
6/13/2018,50.1,-91.92,Sioux Lookout,CA,20,59,66.2,4.7
6/13/2018,22.57,59.53,Sur,OM,0,82,89.32,4.85
6/13/2018,-7.99,38.76,Utete,TZ,12,51,81.76,6.08
6/13/2018,43.56,6.97,Saint-Joseph,FR,75,60,71.6,4.7
6/13/2018,6.63,100.42,Sadao,TH,75,83,82.4,2.24
6/13/2018,53.05,158.65,Petropavlovsk-Kamchatskiy,RU,90,86,41,2.24
6/13/2018,62.16,-7.17,Vestmanna,FO,92,93,48.2,19.46
6/13/2018,42.27,118.96,Chifeng,CN,8,90,52.42,0.72
6/13/2018,42.44,-123.33,Grants Pass,US,90,50,59,2.62
6/13/2018,27.02,-100.51,Lampazos De Naranjo,MX,0,57,82.93,6.76
6/13/2018,60.06,71.48,Salym,RU,48,51,60.61,5.08
6/13/2018,56.03,87.61,Verkh-Chebula,RU,0,75,67.36,2.73
6/13/2018,-18.77,46.05,Tsiroanomandidy,MG,64,36,71.86,4.97
6/13/2018,37.14,-8.45,Lagoa,PT,20,56,71.6,10.29
6/13/2018,18.19,-73.75,Les Cayes,HT,88,92,82.93,22.41
6/13/2018,53.65,-115.58,Mackay,CA,75,81,50,3.36
6/13/2018,48.96,10.91,Treuchtlingen,DE,75,67,60.8,8.05
6/13/2018,51.78,-1.49,Witney,GB,40,56,69.8,16.11
6/13/2018,4.42,-7.36,Tabou,CI,0,100,80.86,9.78
6/13/2018,39.04,65.59,Koson,UZ,0,19,89.6,9.17
6/13/2018,30.16,72.68,Burewala,PK,0,34,95.62,7.2
6/13/2018,14.12,38.72,Aksum,ET,80,94,61.15,3.4
6/13/2018,-3.75,-73.25,Iquitos,PE,20,74,84.2,4.7
6/13/2018,-14.54,48.75,Bealanana,MG,20,53,69.07,6.98
6/13/2018,30.42,103.46,Linqiong,CN,92,83,75.2,6.71
6/13/2018,48.04,-65.49,Bonaventure,CA,75,32,66.2,8.05
6/13/2018,68.05,39.51,Ostrovnoy,RU,92,82,36.58,18.28
6/13/2018,60.91,-46.05,Narsaq,GL,40,43,55.4,9.17
6/13/2018,-28.77,32.06,Richards Bay,ZA,0,75,68.53,1.72
6/13/2018,-23.65,-70.4,Antofagasta,CL,40,67,57.2,8.05
6/13/2018,58.45,92.17,Yeniseysk,RU,8,71,63.49,2.84
6/13/2018,-15.83,-48.06,Taguatinga,BR,20,36,78.8,5.82
6/13/2018,-0.72,8.78,Port-Gentil,GA,20,78,82.4,16.11
6/13/2018,-25.24,130.99,Yulara,AU,0,56,41,4.7
6/13/2018,27.87,-0.29,Adrar,DZ,0,12,109.4,11.41
6/13/2018,41.83,48.49,Samur,RU,0,84,71.23,13.13
6/13/2018,-11.71,-76.27,Chicla,PE,20,74,43.69,2.39
6/13/2018,16.77,-3.01,Tombouctou,ML,24,18,110.65,4.74
6/13/2018,65.83,31.17,Pyaozerskiy,RU,48,57,49,3.96
6/13/2018,61.47,-6.81,Vagur,FO,92,97,49.63,27.89
6/13/2018,66.83,70.83,Yar-Sale,RU,76,89,36.22,14.81
6/13/2018,64.57,143.24,Ust-Nera,RU,48,65,46.93,1.72
6/13/2018,50.72,136.64,Solnechnyy,RU,0,78,51.52,4.18
6/13/2018,-26.98,-56.83,San Patricio,PY,0,74,51.79,4.63
6/13/2018,-4.06,144.07,Angoram,PG,88,100,74.47,1.95
6/13/2018,16.38,-93.6,Champerico,MX,90,94,71.6,2.62
6/13/2018,12.18,125.51,San Policarpo,PH,80,100,78.43,7.76
6/13/2018,50.03,-66.88,Port-Cartier,CA,40,47,55.4,16.11
6/13/2018,36.66,137.31,Tateyama,JP,12,100,49.45,1.95
6/13/2018,45.76,106.27,Mandalgovi,MN,8,35,62.59,6.64
6/13/2018,6.41,-58.62,Bartica,GY,75,78,82.4,9.17
6/13/2018,13.22,-59.52,Bathsheba,BB,20,66,86,25.28
6/13/2018,42.33,-8.79,Bueu,ES,0,53,71.6,16.11
6/13/2018,47.28,39.48,Chaltyr,RU,0,21,87.43,3.74
6/13/2018,54.32,-130.32,Prince Rupert,CA,90,93,53.6,6.93
6/13/2018,48.38,-4.62,Plouzane,FR,90,63,66.2,8.05
6/13/2018,68.54,146.19,Belaya Gora,RU,36,35,62.77,4.07
6/13/2018,27.72,109.18,Tongren,CN,12,85,67.9,1.95
6/13/2018,17.14,74.26,Narsimhapur,IN,88,78,76,9.22
6/13/2018,-21.64,-41.05,Sao Joao Da Barra,BR,0,43,87.8,5.82
6/13/2018,57.82,114.02,Mamakan,RU,32,83,51.7,2.06
6/13/2018,3.87,-67.92,Inirida,CO,80,84,80.32,2.95
6/13/2018,-3.75,103.64,Payo,ID,56,84,77.98,4.74
6/13/2018,-41.13,-71.31,San Carlos De Bariloche,AR,75,86,26.6,10.29
6/13/2018,-10.41,-36.43,Piacabucu,BR,44,57,84.37,15.48
6/13/2018,12.18,6.51,Auki,NG,44,55,94.81,1.61
6/13/2018,47.55,-2.56,Ambon,FR,90,64,69.8,8.05
6/13/2018,68.06,166.44,Bilibino,RU,0,60,52.33,1.95
6/13/2018,31.78,104.73,Jiangyou,CN,92,64,73.3,4.18
6/13/2018,-13.19,49.05,Ambilobe,MG,8,44,80.95,13.8
6/13/2018,57.66,40.04,Shebunino,RU,0,69,59.98,14.14
6/13/2018,52.47,1.45,Broome,GB,20,52,71.6,11.41
6/13/2018,50.92,8.53,Biedenkopf,DE,75,71,59,6.93
6/13/2018,-3.9,-38.39,Aquiraz,BR,20,52,87.8,19.46
6/13/2018,-6.7,108.49,Karangasem,ID,20,100,81.4,15.7
6/13/2018,-8.76,-67.39,Boca Do Acre,BR,76,77,83.56,2.84
6/13/2018,6.72,-76.08,La Antigua,CO,48,94,68.35,1.5
6/13/2018,1.74,98.78,Sibolga,ID,76,94,74.56,1.95
6/13/2018,60.44,28.72,Glebychevo,RU,68,46,60.79,4.63
6/13/2018,-19.7,-46.17,Campos Altos,BR,0,62,79.69,6.42
6/13/2018,-27.8,-64.26,Santiago Del Estero,AR,0,49,52.33,6.2
6/13/2018,51.18,-115.57,Banff,CA,24,36,48.01,2.17
6/13/2018,-2.23,-45.3,Santa Helena,BR,36,71,88.51,6.53
6/13/2018,46.42,-117.02,Lewiston,US,1,55,64.4,4.7
6/13/2018,9.27,-3,Bouna,CI,0,78,89.86,4.18
6/13/2018,-28.46,21.24,Upington,ZA,0,19,69.8,5.82
6/13/2018,22.49,-105.36,Acaponeta,MX,68,100,77.35,4.29
6/13/2018,0.67,-76.88,Orito,CO,88,97,70.42,2.73
6/13/2018,59.1,26.19,Vao,EE,0,45,62.95,5.41
6/13/2018,-12.93,34.3,Nkhotakota,MW,0,74,70.69,6.08
6/13/2018,-20.43,-63.28,Boyuibe,BO,90,47,55.4,5.82
6/13/2018,-38.55,-58.74,Necochea,AR,80,81,50.26,14.03
6/13/2018,23.49,113.78,Paitan,CN,0,78,77,11.18
6/13/2018,50.02,-113.58,Claresholm,CA,1,31,60.8,23.04
6/13/2018,27.03,14.43,Sabha,LY,24,10,112.45,9.66
6/13/2018,51.04,-4.21,Northam,GB,40,77,66.2,12.75
6/13/2018,36.54,61.16,Sarakhs,TM,80,37,82.4,6.93
6/13/2018,39.52,-111.59,Moroni,US,0,19,70.69,3.06
6/13/2018,-6.09,-35.21,Nisia Floresta,BR,75,51,86,24.16
6/13/2018,54.87,19.94,Yantarnyy,RU,20,72,64.4,6.71
6/13/2018,-7.37,108.54,Banjar,ID,12,88,71.5,3.62
6/13/2018,62.65,135.58,Khandyga,RU,48,47,54.85,6.2
6/13/2018,61.2,26.03,Heinola,FI,0,33,62.6,3.36
6/13/2018,50.2,-66.38,Sept-Iles,CA,40,47,55.4,16.11
6/13/2018,4.92,6.26,Yenagoa,NG,92,80,81.94,11.01
6/13/2018,-0.02,109.34,Pontianak,ID,44,99,77.89,3.4
6/13/2018,53.59,142.95,Okha,RU,80,90,40.09,10.78
6/13/2018,46.81,-100.78,Bismarck,US,1,30,71.6,12.75
6/13/2018,-45.87,170.5,Dunedin,NZ,92,100,43.33,2.95
6/13/2018,8.36,-4.43,Dabakala,CI,24,74,88.78,4.52
6/13/2018,54.58,41.81,Pitelino,RU,64,66,69.7,11.23
6/13/2018,66.32,-179.17,Egvekinot,RU,0,71,37.3,2.51
6/13/2018,-32.37,-54.17,Melo,UY,56,78,50.08,22.08
6/13/2018,-8.91,33.47,Mbeya,TZ,0,40,71.05,3.85
6/13/2018,9.96,76.25,Kochi,IN,90,94,77,2.24
6/13/2018,6.95,1.17,Notse,TG,56,76,86.62,8.77
6/13/2018,-2.42,115.25,Amuntai,ID,36,88,77.17,2.17
6/13/2018,14.6,121.03,San Juan,PH,90,100,77,10.29
6/13/2018,-34.48,-54.34,Rocha,UY,56,93,49.99,21.18
6/13/2018,36.3,-76.22,Elizabeth City,US,90,83,78.8,12.75
6/13/2018,6.43,101.8,Narathiwat,TH,75,83,82.4,4.7
6/13/2018,-6.44,-36.64,Acari,BR,0,48,84.1,15.26
6/13/2018,6.19,-67.49,Puerto Carreno,CO,40,74,84.2,3.36
6/13/2018,45.15,38.14,Troitskiy,RU,0,48,82.4,6.71
6/13/2018,6.88,73.1,Dhidhdhoo,MV,88,100,82.39,12.24
6/13/2018,-31.62,-60.7,Santa Fe,AR,12,84,47.47,10.45
6/13/2018,54.34,101.51,Kuytun,RU,20,73,64.3,2.62
6/13/2018,40.38,-104.69,Evans,US,1,41,78.8,3.36
6/13/2018,-12.89,28.78,Sokoni,CD,0,37,74.56,4.07
6/13/2018,56.76,48.47,Sovetskiy,RU,76,85,61.33,14.03
6/13/2018,18.56,120.79,Pagudpud,PH,90,100,77,13.87
6/13/2018,42.08,-72.03,Southbridge,US,90,82,69.8,19.46
6/13/2018,-4.27,15.27,Brazzaville,CD,8,55,86,5.82
6/13/2018,-2.76,-42.27,Tutoia,BR,40,52,91.4,8.05
6/13/2018,26.19,-97.7,Harlingen,US,75,62,89.6,10.29
6/13/2018,1.96,-72.65,Calamar,CO,92,100,70.87,2.95
6/13/2018,18.42,-64.62,Road Town,VG,40,66,87.8,12.75
6/13/2018,33.6,56.92,Tabas,IR,36,11,94.27,6.98
6/13/2018,44.18,66.74,Shieli,KZ,88,41,67.27,14.81
6/13/2018,39.82,15.79,Scalea,IT,36,100,70.06,5.3
6/13/2018,13.32,122.68,San Andres,PH,68,100,83.47,22.64
6/13/2018,0.61,-80.02,Muisne,EC,92,84,76.9,4.63
6/13/2018,13.21,18.34,Ati,TD,20,25,104.53,4.97
6/13/2018,-33.3,-66.34,San Luis,AR,0,53,42.43,2.62
